,dialog,gameplan_prediction
2364, how may i serve you? <<TURN>>  make coffee <<TURN>>  where is a mug please? <<TURN>>  mug in the coffeemaker <<TURN>>  empty then place back in coffeemaker <<TURN>>  ok,Pickup WineBottle -- Place CounterTop -- Pickup Mug -- ToggleOff Faucet -- Place CoffeeMachine -- Pickup Mug -- Pour Sink -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine
2365," Hello <<TURN>>  Welcome <<TURN>>  Let's begin <<TURN>>  Hi...First task please <<TURN>>  Oh <<TURN>>  No problem <<TURN>>  I'll walk you through <<TURN>>  : ) <<TURN>>  So I'll select the first task so you'll see location <<TURN>>  Make a slice of tomato <<TURN>>  K. Where is the tomato, please? <<TURN>>  It's inside the microwave <<TURN>>  ??..K <<TURN>>  Sorry <<TURN>>  Go to the fridge first <<TURN>>  K <<TURN>>  To get the knife <<TURN>>  So get the knife and tomato to the tray <<TURN>>  Got it...Do I need to take the other tomato too? <<TURN>>  No <<TURN>>  I don't think so <<TURN>>  K..Tomato sliced <<TURN>>  Since there's one there, just slice it with the knife <<TURN>>  Great <<TURN>>  Clean a bowl <<TURN>>  Clean a bowl with water <<TURN>>  Fridge <<TURN>>  Close the fridge once you finish <<TURN>>  Put the sliced tomato into the bowl <<TURN>>  K. Fridge closed. How many tomato slices go in the bowl <<TURN>>  Just one <<TURN>>  Place the bowl down, the pick up the sliced tomato and place into the bowl <<TURN>>  Drop the knife <<TURN>>  You don't need it again <<TURN>>  Place the tomato into the bowl <<TURN>>  Says I cannot place tomato in receptacle <<TURN>>  Go pick a bowl from the fridge <<TURN>>  Got it <<TURN>>  Okay <<TURN>>  Still won't go. I'm gonna try the other tomato in the fridge. <<TURN>>  Okay <<TURN>>  I guess it's a glitch <<TURN>>  Yeah..I finally got slices not halves LOL <<TURN>>  Oh <<TURN>>  Nice <<TURN>>  We learn everyday <<TURN>>  Still not working? <<TURN>>  I think im' gonna have to move objects off the counter to place in the bowl..One sec. <<TURN>>  Okay <<TURN>>  Need help? <<TURN>>  Hello <<TURN>>  Still won't let me pu it in the bowl. I guess I need t move more from this counter <<TURN>>  Nope <<TURN>>  How about you move the bowl to the tray <<TURN>>  Where is the tray? <<TURN>>  You see the tray <<TURN>>  On the counter <<TURN>>  Beside the gas cooker <<TURN>>  Yes <<TURN>>  Won't let me place it there <<TURN>>  Give me a sec <<TURN>>  Table clear. I'll move everything there. and see what happens <<TURN>>  OkY <<TURN>>  Ok <<TURN>>  Still says recepticle too small.. Is there another bowl showing in search <<TURN>>  none <<TURN>>  1min <<TURN>>  You washed the bowl right? <<TURN>>  Yep. both bowls are clean and free of water <<TURN>>  Put the tomato in the bowl on the table <<TURN>>  Leave the other bowl that u cleard <<TURN>>  Yes <<TURN>>  Pick up that bow there <<TURN>>  Still says it is too small or full <<TURN>>  k <<TURN>>  got it <<TURN>>  Wash that bowl on the table <<TURN>>  What're you doing? <<TURN>>  I'm removing dishes from the sink to wash the bowl that was on the table <<TURN>>  Okay <<TURN>>  Wait <<TURN>>  I think you cleared the wrong table <<TURN>>  Let's clear thi table that has two trays <<TURN>>  K I'll get the other bowl <<TURN>>  Washing other bowl <<TURN>>  Nope <<TURN>>  Just cleaar this table that has two trays <<TURN>>  Pick up everything there excet the tomato <<TURN>>  K <<TURN>>  Then bring the bowl to the table <<TURN>>  Got it ) <<TURN>>  good work <<TURN>>  Thanks..I'll go get the bowl <<TURN>>  let's try bringing the bowl now <<TURN>>  I have the original bowl, the first one I cleaned in my hands <<TURN>>  The 2nd bowl is over by the coffee maker <<TURN>>  Okay <<TURN>>  try putting the tomato <<TURN>>  Still says it is too small or full <<TURN>>  Okay <<TURN>>  Let's try one more thing <<TURN>>  Can u move the toaster? <<TURN>>  K <<TURN>>  Nope...Not moveable <<TURN>>  okay <<TURN>>  Is there water in the bowl? <<TURN>>  Nope I emptied. I can stand in front of it for you to see. <<TURN>>  Okay <<TURN>>  Don't worry <<TURN>>  We'll ffigure it out together <<TURN>>  See no water. I was searching the cabinets to see if there is another bowl. <<TURN>>  I'm thinking of something <<TURN>>  Let's move the bowl to the frige <<TURN>>  And try putting the tomato there <<TURN>>  k <<TURN>>  Hol on! <<TURN>>  I've figured it out <<TURN>>  K <<TURN>>  Pick the smallest tomato slice <<TURN>>  That's what you'll place in the bowl <<TURN>>  Sounds good. Let's give it a whirl <<TURN>>  It says there is already something in it. I'm going t try and empty in the sink <<TURN>>  Again <<TURN>>  Okay <<TURN>>  out of the fridge <<TURN>>  That did it. Tomato finally in the bowl LOL <<TURN>>  let's try it on the table <<TURN>>  Great work <<TURN>>  Comleted <<TURN>>  You, too... This is the toughest one yet today <<TURN>>  Yeah",Open Microwave -- Pickup Tomato -- Close Microwave -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Bowl -- Place  -- Pickup Mug -- Place CounterTop -- Pickup Cup -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour Sink -- Place CounterTop -- Close Fridge -- Pickup TomatoSliced -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Open Fridge -- Pickup Bowl -- Close Fridge -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Cup -- Place  -- Pickup DishSponge -- Place  -- Pickup Mug -- Place  -- Pickup Mug -- Place  -- Pickup Cup -- Place  -- Pickup TomatoSliced -- Place CounterTop -- Pickup Bowl -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Pickup Pot -- Place DiningTable -- Pickup Knife -- Place CounterTop -- Pickup Pot -- Place CounterTop -- Pickup TomatoSliced -- Place DiningTable -- Pickup Bowl -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Bowl -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Pickup Bread -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup PepperShaker -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Egg -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Pickup Knife -- Place CounterTop -- Pickup Bowl -- Place DiningTable -- Pickup TomatoSliced -- Place DiningTable -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Open Drawer -- Close Drawer -- Close Cabinet -- Pickup Bowl -- Open Fridge -- Place Fridge -- Close Fridge -- Pickup TomatoSliced -- Open Fridge -- Place Fridge -- Pickup Bowl -- Close Fridge -- Place  -- Pickup Bowl -- Open Fridge -- Place Fridge -- Pickup TomatoSliced -- Place Bowl -- Pickup Bowl -- Close Fridge -- Place DiningTable
2366," Hi may I have the directions please <<TURN>>  anyone there? <<TURN>>  You need to find the knife on the counter. <<TURN>>  got it <<TURN>>  Okay, now get to the bread. <<TURN>>  where is the bread <<TURN>>  The bread is on a stool near the counter. <<TURN>>  Okay, just stop and let me direct you. <<TURN>>  I see it <<TURN>>  Yes, turn left again. <<TURN>>  Slice the bread with the knife. <<TURN>>  You need to press use item and then click on the bread, I think. <<TURN>>  I can't hold either the bread or knife. <<TURN>>  Are you still holding the knife? <<TURN>>  Pick up the knife. <<TURN>>  not anymore, let me try again, sorry.  this is annoying <<TURN>>  It's okay. <<TURN>>  You don't need to pick up the bread, just slice it where it is. <<TURN>>  It's done. <<TURN>>  No, I'm not sure. Is the bread cut yet? <<TURN>>  don't think so <<TURN>>  There's a use item button on your interface. <<TURN>>  I am holding the knife and click on the ""slice"" but nothing happens. <<TURN>>  After clicking slice click on the bread. <<TURN>>  done it a million times.  first time having such issues <<TURN>>  Maybe you need to take the bread somewhere else to cut it. <<TURN>>  Try putting the bread on the counter. <<TURN>>  Ha, it is cut in half <<TURN>>  Wait it's cut, right? <<TURN>>  one half is on the island now <<TURN>>  it wasn't a slice of bread, it must have sliced in the middle but didn't know until i picked it up <<TURN>>  anything else? <<TURN>>  We can try slicing it on the plate. <<TURN>>  We're trying to make a plate of toast. <<TURN>>  Wait you got it, yes? <<TURN>>  yes <<TURN>>  A slice? <<TURN>>  yes <<TURN>>  on the plate now <<TURN>>  Okay, good work. <<TURN>>  sorry <<TURN>>  No we'll need to toast it first I think.",Pickup Knife -- Slice Bread -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Bread -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced
2367," First task please? <<TURN>>  go find lettuce and slice them <<TURN>>  what youmean find it, where is it..? <<TURN>>  your my guide <<TURN>>  left to sink",Pickup Knife -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop
2368, Hello <<TURN>>  hello whats my task <<TURN>>  Prepare coffee in a clean mug <<TURN>>  Mug is dirty <<TURN>>  Mug is in the fridge <<TURN>>  where is the mug? <<TURN>>  In the fridge <<TURN>>  Fridge!!! <<TURN>>  wash <<TURN>>  make coffee <<TURN>>  hello <<TURN>>  Why are you delaying? <<TURN>>  heyy <<TURN>>  where is the coffee maker? <<TURN>>  that's it <<TURN>>  in front of u <<TURN>>  the red stuff <<TURN>>  i cant turn it on <<TURN>>  it's on <<TURN>>  turn it off and on again <<TURN>>  turn it off then turn it on again! <<TURN>>  Did u turn the water away? <<TURN>>  Now put it on the coffee maker <<TURN>>  did that work <<TURN>>  Yeah <<TURN>>  Now slice lettuce <<TURN>>  Wait <<TURN>>  The cupboard in front of u <<TURN>>  to your right <<TURN>>  You'll see the lettuce <<TURN>>  Knife is inside the fridge <<TURN>>  Hello <<TURN>>  already sliced <<TURN>>  slice Tomato too <<TURN>>  tomato is in the bin beside the frisge <<TURN>>  ok <<TURN>>  Looks like you're intentionally delaying this <<TURN>>  no <<TURN>>  poor network <<TURN>>  Oh <<TURN>>  Okay <<TURN>>  What country? <<TURN>>  sliced <<TURN>>  microwave the potato then slice <<TURN>>  Potato is on the sink <<TURN>>  microwave? <<TURN>>  Yeah <<TURN>>  Works faster and easier <<TURN>>  Just microwave whole then slice <<TURN>>  Rinse the plate <<TURN>>  where is the plate <<TURN>>  Plate is in the cupboard on top of the coffee maker,Open Fridge -- Pickup Mug -- Close Fridge -- Place Sink -- ToggleOn Faucet -- Pickup Mug -- Place  -- Pickup Mug -- ToggleOff Faucet -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- ToggleOff CoffeeMachine -- Place CoffeeMachine -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Open Cabinet -- Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place Sink -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place Sink -- Pickup Potato -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Close Microwave -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Open Cabinet -- Pickup Plate
2369, hi <<TURN>>  task please <<TURN>>  clean all tablewares.......thats your job today <<TURN>>  can you direct me to first one <<TURN>>  what do I wash <<TURN>>  What is tableware? Can you click on the progress bar and tell me? <<TURN>>  plates and cups <<TURN>>  next please? <<TURN>>  no other cups and plates <<TURN>>  question,Pickup Kettle -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Spoon -- Place CounterTop -- Pickup Knife -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Bowl -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Bowl -- Pour  -- Place CounterTop -- Open Fridge -- Pickup Mug -- Place CounterTop -- Pickup Bowl -- Place Fridge -- Pickup Bowl -- Place  -- Pickup CreditCard -- Place CounterTop -- ToggleOn Faucet -- ToggleOff Faucet
2370, what do i do <<TURN>>  theres a potato in the microwave <<TURN>>  cook it <<TURN>>  in the microwave <<TURN>>  cook it in the microwave <<TURN>>  turn it on <<TURN>>  now get the knife on the table <<TURN>>  slice the potato <<TURN>>  turn it off and open <<TURN>>  slice the potato <<TURN>>  put three slices on that plate,Open Microwave -- Pickup Potato -- Close Microwave -- Open Microwave -- Place Microwave -- Pickup Potato -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- Pickup Knife -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup Mug -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
2371, what can i do for you today <<TURN>>  we need to slice one potatoe and serve in a bowl <<TURN>>  you can find the knife in the fridge <<TURN>>  im sorry we need to cook one slice of potato <<TURN>>  where is the potatoe please <<TURN>>  the potatoe is by the coffee maker.,Open Fridge -- Pickup Knife -- Place CounterTop -- Close Fridge -- Pickup Knife
2372," my task <<TURN>>  Hello, you need to make a salad please. <<TURN>>  There is a knife by the sink <<TURN>>  The lettuce is in the upper cabinet above the fridge on the right <<TURN>>  with what <<TURN>>  do i make asalad <<TURN>>  Lettuce, tomato and potato please <<TURN>>  you will need to cook 2 sliced of potato <<TURN>>  where are they <<TURN>>  The potato is in the fridge you just opened <<TURN>>  cook potato inb water or what <<TURN>>  The knife is by the sink <<TURN>>  The lettuce is in the upper cabinet above the fridge on the right <<TURN>>  If you cook a potato in water, that is boiling it. <<TURN>>  Please cook the potato either in the microwave or on a pan on the stove <<TURN>>  You will need to slice the potto <<TURN>>  ^potato <<TURN>>  sliced <<TURN>>  in microwave <<TURN>>  perfect, please cook 2 slices of the potato. <<TURN>>  or where",Open Fridge -- Close Fridge -- Open Fridge -- Pickup Potato -- Close Fridge -- Place Sink -- Pickup Knife -- Slice Potato -- Place CounterTop -- Open Microwave
2373, What should I do today? <<TURN>>  Hello! <<TURN>>  You need to place 8 small handheld objects onto one sofa. <<TURN>>  There is a remote control on the bottom shelf next to a red vase that is one <<TURN>>  Great job. :) <<TURN>>  6 more items please :) <<TURN>>  There is something on the small black table <<TURN>>  behind the laptop <<TURN>>  There is something in the trashbin,Pickup RemoteControl -- Place Sofa -- Pickup Newspaper -- Place Sofa -- Pickup Newspaper -- Place Sofa -- Pickup KeyChain -- Place Sofa -- Pickup RemoteControl -- Place Sofa -- Pickup Vase -- Place Sofa -- Pickup Vase -- Place Sofa -- Open Cabinet -- Pickup CreditCard -- Place Sofa -- Open Drawer -- Close Drawer -- Open Drawer -- Close Cabinet -- Open Cabinet -- Pickup CreditCard -- Place Sofa -- Pickup CreditCard
2374, how can I help? <<TURN>>  can you put 3 alarm clocks on the bed please <<TURN>>  they are in the wardobe left of the bed <<TURN>>  can you check the drawers for the other 2 please,Open Cabinet -- Pickup AlarmClock -- Place Bed -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer
2375," hello what is my task <<TURN>>  Today, you'll be preparing breakfast. <<TURN>>  First, make coffee. <<TURN>>  ok now <<TURN>>  Great! Now, to make a sandwich. Slice the bread with a knife. <<TURN>>  You'll need two slices. <<TURN>>  wheres the knife <<TURN>>  In the chair on the other side of the kitchen island. <<TURN>>  the bread? <<TURN>>  Under the kitchen island. <<TURN>>  Also, I believe there's some on the island next to the tomato. <<TURN>>  It's a round loaf. <<TURN>>  There's one next to the wine glass.",Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Place DiningTable -- Pickup Plate -- Place DiningTable -- Pickup Knife -- Slice Bread
